iter	R2	RMSE
884	0.574804037	0.4848401567
885	0.5749850557	0.4847369401
886	0.5751990548	0.4846148899
887	0.5756153651	0.4843773673
888	0.5758949349	0.4842177956
889	0.5762696973	0.4840038077
890	0.5765897798	0.4838209668
891	0.5771157676	0.4835203564
892	0.5776842103	0.4831952722
893	0.5782728634	0.4828583991
894	0.5786553767	0.4826393693
895	0.5789747366	0.4824564254
896	0.579374333	0.4822274205
897	0.5799491581	0.481897803
898	0.5804855738	0.4815900068
899	0.5807486792	0.4814389646
900	0.5811351757	0.4812170006
901	0.5817976737	0.4808362913
902	0.5820837974	0.480671775
903	0.5824192802	0.4804788063
904	0.5831358465	0.4800663797
905	0.5836455043	0.4797728256
906	0.5841912477	0.4794582875
907	0.5846755556	0.4791789847
908	0.5850777542	0.478946911
909	0.5855934547	0.4786491805
910	0.5861849885	0.4783074409
911	0.5866447746	0.4780416455
912	0.5868751809	0.4779083956
913	0.5874548235	0.4775730087
914	0.5880228437	0.4772441179
915	0.5887386097	0.4768293576
916	0.5890976306	0.476621182
917	0.589183957	0.4765711128
918	0.5895946542	0.4763328366
919	0.5900991839	0.4760399579
920	0.5904975637	0.4758085717
921	0.5912783877	0.4753547282
922	0.5918527523	0.4750206097
923	0.5921946648	0.4748216012
924	0.5925925608	0.4745899027
925	0.5931434341	0.4742689374
926	0.5934702243	0.474078431
927	0.5937516465	0.473914311
928	0.594137476	0.4736892104
929	0.5947321617	0.4733420491
930	0.5956892803	0.4727827742
931	0.5961074291	0.4725382287
932	0.5964187668	0.4723560673
933	0.5970005876	0.4720154596
934	0.5973153189	0.4718311082
935	0.5976974643	0.4716071726
936	0.59827243	0.4712700446
937	0.5991173457	0.4707741948
938	0.5994242499	0.4705939547
939	0.5996201491	0.47047887
940	0.6002668932	0.470098728
941	0.6006614743	0.4698666508
942	0.6011475495	0.4695806028
943	0.601533536	0.4693533312
944	0.6020568784	0.4690450076
945	0.6027187211	0.4686547971
946	0.6031826085	0.4683811036
947	0.6036065913	0.468130814
948	0.6039193728	0.4679460839
949	0.6044476762	0.4676339
950	0.6050332506	0.4672876299
951	0.6053428606	0.4671044433
952	0.6057587467	0.4668582632
953	0.6061132719	0.4666483026
954	0.6063654095	0.4664989215
955	0.6065674466	0.4663791884
956	0.6067977635	0.4662426584
957	0.6072201369	0.4659921748
958	0.607417119	0.4658753108
959	0.6076590427	0.4657317441
960	0.6079324991	0.4655694114
961	0.608112459	0.4654625505
962	0.6084452414	0.4652648782
963	0.6087852316	0.4650628376
964	0.6095563635	0.4646042638
965	0.6099053521	0.4643965798
966	0.6101917342	0.4642260836
967	0.6103816759	0.4641129682
968	0.6108306549	0.4638454794
969	0.6111033132	0.4636829622
970	0.6117298575	0.463309296
971	0.6119400833	0.4631838515
972	0.6124292588	0.4628918223
973	0.6129621956	0.4625734586
974	0.6132335132	0.4624112957
975	0.613396585	0.4623138025
976	0.6137239955	0.4621179966
977	0.6142060571	0.4618295515
978	0.6146687877	0.4615525036
979	0.6147895293	0.4614801853
980	0.6149483465	0.4613850444
981	0.615399181	0.4611148609
982	0.6157103026	0.4609283145
983	0.6160391258	0.4607310722
984	0.6165281168	0.4604375981
985	0.6168559905	0.4602407158
986	0.6174176773	0.459903237
987	0.617792528	0.4596778773
988	0.6180028823	0.4595513642
989	0.6182600694	0.4593966371
990	0.6187620168	0.4590945089
991	0.6189650568	0.4589722402
992	0.6192362126	0.458808902
993	0.6201113968	0.4582813133
994	0.6206243215	0.4579718236
995	0.621100612	0.457684251
996	0.6213390697	0.4575402081
997	0.6220459221	0.4571129598
998	0.6224239865	0.4568842794
999	0.6227931071	0.4566608984
